dataset,label_col,split_type,method,alpha,n_pool,pool_actives,pool_prevalence,n_test,test_actives,test_prevalence,mean_norm_ausc,std_norm_ausc,mean_ef,std_ef,mean_final_hits,std_final_hits,mean_final_recall,std_final_recall,mean_final_roc_auc,mean_final_pr_auc,mean_final_alpha,std_final_alpha
bbbp,p_np,scaffold,exploitation,0.00,1631,1152,0.706315,408,408,1.000000,1.2854,0.0032,1.2893,0.0053,455.33,1.89,0.3953,0.0016,nan,nan,0.0000,0.0000
bbbp,p_np,scaffold,fixed_alpha,0.10,1631,1152,0.706315,408,408,1.000000,1.2845,0.0041,1.2912,0.0046,456.00,1.63,0.3958,0.0014,nan,nan,0.1000,0.0000
bbbp,p_np,scaffold,fixed_alpha,0.25,1631,1152,0.706315,408,408,1.000000,1.2848,0.0002,1.2940,0.0040,457.00,1.41,0.3967,0.0012,nan,nan,0.2500,0.0000
bbbp,p_np,scaffold,fixed_alpha,0.50,1631,1152,0.706315,408,408,1.000000,0.7864,0.0242,0.8032,0.0058,283.67,2.05,0.2462,0.0018,nan,nan,0.5000,0.0000
bbbp,p_np,scaffold,fixed_alpha,0.75,1631,1152,0.706315,408,408,1.000000,0.7688,0.0219,0.7966,0.0119,281.33,4.19,0.2442,0.0036,nan,nan,0.7500,0.0000
bbbp,p_np,scaffold,fixed_alpha,1.00,1631,1152,0.706315,408,408,1.000000,0.7637,0.0310,0.8004,0.0187,282.67,6.60,0.2454,0.0057,nan,nan,1.0000,0.0000
bbbp,p_np,scaffold,bandit,bandit,1631,1152,0.706315,408,408,1.000000,1.2096,0.0043,1.2478,0.0081,440.67,2.87,0.3825,0.0025,nan,nan,0.3333,0.1179
