dataset,dataset_key,method,alpha,evaluated,screening_recall,batch_hit_rate,current_alpha
BBBP,bbbp,exploitation,0.00,75,0.0532,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,100,0.0731,1.0000,0.0000
BBBP,bbbp,exploitation,0.00,125,0.0930,1.0000,0.0000
BBBP,bbbp,exploitation,0.00,150,0.1122,0.9600,0.0000
BBBP,bbbp,exploitation,0.00,175,0.1318,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,200,0.1507,0.9467,0.0000
BBBP,bbbp,exploitation,0.00,225,0.1696,0.9467,0.0000
BBBP,bbbp,exploitation,0.00,250,0.1890,0.9733,0.0000
BBBP,bbbp,exploitation,0.00,275,0.2087,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,300,0.2283,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,325,0.2477,0.9733,0.0000
BBBP,bbbp,exploitation,0.00,350,0.2658,0.9067,0.0000
BBBP,bbbp,exploitation,0.00,375,0.2855,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,400,0.3038,0.9200,0.0000
BBBP,bbbp,exploitation,0.00,425,0.3227,0.9467,0.0000
BBBP,bbbp,exploitation,0.00,450,0.3397,0.8533,0.0000
BBBP,bbbp,exploitation,0.00,475,0.3594,0.9867,0.0000
BBBP,bbbp,exploitation,0.00,500,0.3785,0.9600,0.0000
BBBP,bbbp,weighted,0.00,50,0.0335,0.8400,0.0000
BBBP,bbbp,weighted,0.00,75,0.0532,0.9867,0.0000
BBBP,bbbp,weighted,0.00,100,0.0731,1.0000,0.0000
BBBP,bbbp,weighted,0.00,125,0.0930,1.0000,0.0000
BBBP,bbbp,weighted,0.00,150,0.1122,0.9600,0.0000
BBBP,bbbp,weighted,0.00,175,0.1318,0.9867,0.0000
BBBP,bbbp,weighted,0.00,200,0.1507,0.9467,0.0000
BBBP,bbbp,weighted,0.00,225,0.1696,0.9467,0.0000
BBBP,bbbp,weighted,0.00,250,0.1890,0.9733,0.0000
BBBP,bbbp,weighted,0.00,275,0.2087,0.9867,0.0000
BBBP,bbbp,weighted,0.00,300,0.2283,0.9867,0.0000
BBBP,bbbp,weighted,0.00,325,0.2477,0.9733,0.0000
BBBP,bbbp,weighted,0.00,350,0.2658,0.9067,0.0000
BBBP,bbbp,weighted,0.00,375,0.2855,0.9867,0.0000
BBBP,bbbp,weighted,0.00,400,0.3038,0.9200,0.0000
BBBP,bbbp,weighted,0.00,425,0.3227,0.9467,0.0000
BBBP,bbbp,weighted,0.00,450,0.3397,0.8533,0.0000
BBBP,bbbp,weighted,0.00,475,0.3594,0.9867,0.0000
BBBP,bbbp,weighted,0.00,500,0.3785,0.9600,0.0000
BBBP,bbbp,weighted,0.10,50,0.0335,0.8400,0.1000
BBBP,bbbp,weighted,0.10,75,0.0532,0.9867,0.1000
BBBP,bbbp,weighted,0.10,100,0.0731,1.0000,0.1000
BBBP,bbbp,weighted,0.10,125,0.0930,1.0000,0.1000
BBBP,bbbp,weighted,0.10,150,0.1122,0.9600,0.1000
BBBP,bbbp,weighted,0.10,175,0.1318,0.9867,0.1000
BBBP,bbbp,weighted,0.10,200,0.1507,0.9467,0.1000
BBBP,bbbp,weighted,0.10,225,0.1696,0.9467,0.1000
BBBP,bbbp,weighted,0.10,250,0.1890,0.9733,0.1000
BBBP,bbbp,weighted,0.10,275,0.2087,0.9867,0.1000
BBBP,bbbp,weighted,0.10,300,0.2283,0.9867,0.1000
BBBP,bbbp,weighted,0.10,325,0.2477,0.9733,0.1000
BBBP,bbbp,weighted,0.10,350,0.2658,0.9067,0.1000
BBBP,bbbp,weighted,0.10,375,0.2855,0.9867,0.1000
BBBP,bbbp,weighted,0.10,400,0.3038,0.9200,0.1000
BBBP,bbbp,weighted,0.10,425,0.3227,0.9467,0.1000
BBBP,bbbp,weighted,0.10,450,0.3397,0.8533,0.1000
BBBP,bbbp,weighted,0.10,475,0.3594,0.9867,0.1000
BBBP,bbbp,weighted,0.10,500,0.3785,0.9600,0.1000
BBBP,bbbp,weighted,0.25,50,0.0335,0.8400,0.2500
BBBP,bbbp,weighted,0.25,75,0.0532,0.9867,0.2500
BBBP,bbbp,weighted,0.25,100,0.0728,0.9867,0.2500
BBBP,bbbp,weighted,0.25,125,0.0920,0.9600,0.2500
BBBP,bbbp,weighted,0.25,150,0.1114,0.9733,0.2500
BBBP,bbbp,weighted,0.25,175,0.1297,0.9200,0.2500
BBBP,bbbp,weighted,0.25,200,0.1491,0.9733,0.2500
BBBP,bbbp,weighted,0.25,225,0.1683,0.9600,0.2500
BBBP,bbbp,weighted,0.25,250,0.1879,0.9867,0.2500
BBBP,bbbp,weighted,0.25,275,0.2068,0.9467,0.2500
BBBP,bbbp,weighted,0.25,300,0.2267,1.0000,0.2500
BBBP,bbbp,weighted,0.25,325,0.2456,0.9467,0.2500
BBBP,bbbp,weighted,0.25,350,0.2648,0.9600,0.2500
BBBP,bbbp,weighted,0.25,375,0.2834,0.9333,0.2500
BBBP,bbbp,weighted,0.25,400,0.3014,0.9067,0.2500
BBBP,bbbp,weighted,0.25,425,0.3208,0.9733,0.2500
BBBP,bbbp,weighted,0.25,450,0.3402,0.9733,0.2500
BBBP,bbbp,weighted,0.25,475,0.3589,0.9333,0.2500
BBBP,bbbp,weighted,0.25,500,0.3780,0.9600,0.2500
BBBP,bbbp,weighted,0.50,50,0.0335,0.8400,0.5000
BBBP,bbbp,weighted,0.50,75,0.0470,0.6800,0.5000
BBBP,bbbp,weighted,0.50,100,0.0611,0.7067,0.5000
BBBP,bbbp,weighted,0.50,125,0.0758,0.7333,0.5000
BBBP,bbbp,weighted,0.50,150,0.0909,0.7600,0.5000
BBBP,bbbp,weighted,0.50,175,0.1069,0.8000,0.5000
BBBP,bbbp,weighted,0.50,200,0.1231,0.8133,0.5000
BBBP,bbbp,weighted,0.50,225,0.1390,0.8000,0.5000
BBBP,bbbp,weighted,0.50,250,0.1528,0.6933,0.5000
BBBP,bbbp,weighted,0.50,275,0.1667,0.6933,0.5000
BBBP,bbbp,weighted,0.50,300,0.1813,0.7333,0.5000
BBBP,bbbp,weighted,0.50,325,0.1994,0.9067,0.5000
BBBP,bbbp,weighted,0.50,350,0.2156,0.8133,0.5000
BBBP,bbbp,weighted,0.50,375,0.2299,0.7200,0.5000
BBBP,bbbp,weighted,0.50,400,0.2456,0.7867,0.5000
BBBP,bbbp,weighted,0.50,425,0.2613,0.7867,0.5000
BBBP,bbbp,weighted,0.50,450,0.2762,0.7467,0.5000
BBBP,bbbp,weighted,0.50,475,0.2921,0.8000,0.5000
BBBP,bbbp,weighted,0.50,500,0.3081,0.8000,0.5000
BBBP,bbbp,weighted,0.75,50,0.0335,0.8400,0.7500
BBBP,bbbp,weighted,0.75,75,0.0417,0.4133,0.7500
BBBP,bbbp,weighted,0.75,100,0.0500,0.4133,0.7500
BBBP,bbbp,weighted,0.75,125,0.0587,0.4400,0.7500
BBBP,bbbp,weighted,0.75,150,0.0702,0.5733,0.7500
BBBP,bbbp,weighted,0.75,175,0.0813,0.5600,0.7500
BBBP,bbbp,weighted,0.75,200,0.0933,0.6000,0.7500
BBBP,bbbp,weighted,0.75,225,0.1042,0.5467,0.7500
BBBP,bbbp,weighted,0.75,250,0.1170,0.6400,0.7500
BBBP,bbbp,weighted,0.75,275,0.1289,0.6000,0.7500
BBBP,bbbp,weighted,0.75,300,0.1441,0.7600,0.7500
BBBP,bbbp,weighted,0.75,325,0.1582,0.7067,0.7500
BBBP,bbbp,weighted,0.75,350,0.1701,0.6000,0.7500
BBBP,bbbp,weighted,0.75,375,0.1834,0.6667,0.7500
BBBP,bbbp,weighted,0.75,400,0.1975,0.7067,0.7500
BBBP,bbbp,weighted,0.75,425,0.2127,0.7600,0.7500
BBBP,bbbp,weighted,0.75,450,0.2273,0.7333,0.7500
BBBP,bbbp,weighted,0.75,475,0.2430,0.7867,0.7500
BBBP,bbbp,weighted,0.75,500,0.2552,0.6133,0.7500
BBBP,bbbp,weighted,1.00,50,0.0335,0.8400,1.0000
BBBP,bbbp,weighted,1.00,75,0.0412,0.3867,1.0000
BBBP,bbbp,weighted,1.00,100,0.0460,0.2400,1.0000
BBBP,bbbp,weighted,1.00,125,0.0513,0.2667,1.0000
BBBP,bbbp,weighted,1.00,150,0.0609,0.4800,1.0000
BBBP,bbbp,weighted,1.00,175,0.0707,0.4933,1.0000
BBBP,bbbp,weighted,1.00,200,0.0832,0.6267,1.0000
BBBP,bbbp,weighted,1.00,225,0.0930,0.4933,1.0000
BBBP,bbbp,weighted,1.00,250,0.1047,0.5867,1.0000
BBBP,bbbp,weighted,1.00,275,0.1180,0.6667,1.0000
BBBP,bbbp,weighted,1.00,300,0.1305,0.6267,1.0000
BBBP,bbbp,weighted,1.00,325,0.1425,0.6000,1.0000
BBBP,bbbp,weighted,1.00,350,0.1534,0.5467,1.0000
BBBP,bbbp,weighted,1.00,375,0.1661,0.6400,1.0000
BBBP,bbbp,weighted,1.00,400,0.1778,0.5867,1.0000
BBBP,bbbp,weighted,1.00,425,0.1914,0.6800,1.0000
BBBP,bbbp,weighted,1.00,450,0.2068,0.7733,1.0000
BBBP,bbbp,weighted,1.00,475,0.2220,0.7600,1.0000
BBBP,bbbp,weighted,1.00,500,0.2371,0.7600,1.0000
BBBP,bbbp,adaptive,adaptive,50,0.0335,0.8400,0.5000
BBBP,bbbp,adaptive,adaptive,75,0.0470,0.6800,0.4200
BBBP,bbbp,adaptive,adaptive,100,0.0651,0.9067,0.4800
BBBP,bbbp,adaptive,adaptive,125,0.0813,0.8133,0.4783
BBBP,bbbp,adaptive,adaptive,150,0.0962,0.7467,0.4437
BBBP,bbbp,adaptive,adaptive,175,0.1114,0.7600,0.4214
BBBP,bbbp,adaptive,adaptive,200,0.1271,0.7867,0.4157
BBBP,bbbp,adaptive,adaptive,225,0.1435,0.8267,0.4307
BBBP,bbbp,adaptive,adaptive,250,0.1595,0.8000,0.4307
BBBP,bbbp,adaptive,adaptive,275,0.1773,0.8933,0.4774
BBBP,bbbp,adaptive,adaptive,300,0.1927,0.7733,0.4598
BBBP,bbbp,adaptive,adaptive,325,0.2092,0.8267,0.4704
BBBP,bbbp,adaptive,adaptive,350,0.2243,0.7600,0.4468
BBBP,bbbp,adaptive,adaptive,375,0.2416,0.8667,0.4782
BBBP,bbbp,adaptive,adaptive,400,0.2568,0.7600,0.4542
BBBP,bbbp,adaptive,adaptive,425,0.2743,0.8800,0.4917
BBBP,bbbp,adaptive,adaptive,450,0.2895,0.7600,0.4670
BBBP,bbbp,adaptive,adaptive,475,0.3049,0.7733,0.4503
BBBP,bbbp,adaptive,adaptive,500,0.3224,0.8800,0.4879
